Frequency (Hz),FFT Magnitude (dB)
785.96,-84.915
786.63,-86.472
787.31,-85.852
787.98,-86.559
788.65,-85.939
789.33,-85.905
790.00,-87.571
790.67,-86.265
791.35,-86.815
792.02,-86.887
792.69,-86.314
793.36,-85.471
794.04,-85.892
794.71,-85.031
795.38,-83.930
796.06,-82.307
796.73,-79.503
797.40,-82.108
798.07,-86.748
798.75,-86.520
799.42,-85.761
800.09,-86.196
800.77,-85.900
801.44,-85.295
802.11,-86.185
802.78,-86.223
803.46,-84.902
804.13,-85.857
804.80,-84.275
805.48,-85.586
806.15,-84.213
806.82,-83.603
807.50,-84.240
808.17,-85.572
808.84,-86.185
809.51,-86.498
810.19,-85.917
810.86,-85.202
811.53,-85.221
812.21,-84.641
812.88,-85.125
813.55,-84.659
814.22,-84.490
814.90,-85.008
815.57,-85.471
816.24,-84.204
816.92,-84.438
817.59,-85.180
818.26,-83.763
818.93,-84.912
819.61,-84.849
820.28,-83.078
820.95,-85.518
821.63,-84.590
822.30,-84.432
822.97,-84.820
823.65,-85.389
824.32,-85.517
824.99,-85.529
825.66,-87.109
826.34,-86.467
827.01,-86.044
827.68,-85.256
828.36,-84.744
829.03,-84.179
829.70,-83.100
830.37,-84.473
831.05,-85.553
831.72,-84.424
832.39,-84.479
833.07,-84.548
833.74,-84.147
834.41,-84.115
835.08,-84.017
835.76,-85.573
836.43,-84.719
837.10,-83.765
837.78,-83.754
838.45,-84.167
839.12,-83.638
839.79,-82.407
840.47,-84.103
841.14,-83.015
841.81,-83.939
842.49,-84.259
843.16,-84.554
843.83,-82.529
844.51,-83.530
845.18,-83.813
845.85,-83.435
846.52,-83.704
847.20,-85.117
847.87,-84.678
848.54,-83.889
849.22,-84.665
849.89,-83.036
850.56,-82.174
851.23,-84.218
851.91,-83.907
852.58,-84.902
853.25,-84.052
853.93,-83.766
854.60,-83.006
855.27,-82.127
855.94,-80.755
856.62,-83.287
857.29,-82.861
857.96,-83.306
858.64,-83.098
859.31,-82.586
859.98,-81.476
860.66,-81.072
861.33,-81.700
862.00,-82.539
862.67,-81.706
863.35,-82.474
864.02,-81.420
864.69,-81.783
865.37,-82.572
866.04,-83.469
866.71,-82.928
867.38,-82.448
868.06,-83.287
868.73,-82.734
869.40,-81.780
870.08,-83.269
870.75,-83.817
871.42,-82.673
872.09,-82.429
872.77,-81.398
873.44,-82.942
874.11,-81.528
874.79,-82.365
875.46,-81.928
876.13,-82.010
876.81,-80.990
877.48,-80.889
878.15,-81.333
878.82,-81.637
879.50,-81.134
880.17,-81.229
880.84,-81.657
881.52,-80.948
882.19,-81.326
882.86,-81.303
883.53,-80.876
884.21,-80.481
884.88,-80.611
885.55,-81.061
886.23,-79.717
886.90,-81.030
887.57,-81.073
888.24,-81.011
888.92,-81.611
889.59,-80.470
890.26,-80.443
890.94,-80.169
891.61,-80.058
892.28,-80.707
892.96,-80.155
893.63,-82.217
894.30,-79.393
894.97,-79.747
895.65,-80.660
896.32,-79.795
